PowerDelta,median_ZigBee,LB_ZigBee,UB_ZigBee,median_BLE_2M,LB_BLE_2M,UB_BLE_2M,median_BLE_1M,LB_BLE_1M,UB_BLE_1M,median_BLE_500K,LB_BLE_500K,UB_BLE_500K,median_BLE_125K,LB_BLE_125K,UB_BLE_125K
-16,100.0,,,100.0,,,100.0,,,,,,100.0,,
-15,,,,100.0,,,100.0,,,100.0,,,100.0,,
-14,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-13,,,,100.0,,,100.0,100.0,100.0,100.0,,,100.0,,
-12,100.0,,,100.0,100.0,100.0,100.0,,,100.0,,,100.0,100.0,100.0
-11,100.0,,,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-10,100.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-9,,,,95.0,,,100.0,95.0,100.0,100.0,,,100.0,100.0,100.0
-8,100.0,,,90.0,70.0,100.0,97.5,,,100.0,100.0,100.0,100.0,,
-7,100.0,,,85.0,,,100.0,90.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
-6,100.0,100.0,100.0,40.0,,,90.0,,,100.0,,,,,
-5,100.0,,,15.0,,,10.0,0.0,15.0,85.0,,,100.0,,
-4,100.0,,,0.0,0.0,15.0,0.0,0.0,0.0,70.0,55.0,90.0,100.0,100.0,100.0
-3,100.0,,,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,75.0,100.0,95.0,100.0
-2,45.0,15.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,100.0,100.0,100.0
-1,40.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,5.0,20.0
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,15.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,20.0
2,85.0,65.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,100.0
3,100.0,95.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,15.0,100.0,100.0,100.0
4,100.0,100.0,100.0,0.0,0.0,10.0,0.0,0.0,20.0,65.0,15.0,90.0,100.0,100.0,100.0
5,100.0,100.0,100.0,80.0,,,2.5,,,80.0,,,100.0,,
6,100.0,100.0,100.0,,,,,,,,,,,,
7,100.0,100.0,100.0,,,,100.0,,,100.0,,,100.0,,
8,100.0,,,75.0,70.0,100.0,100.0,,,100.0,,,100.0,,
9,100.0,,,100.0,,,70.0,,,100.0,,,100.0,,
10,100.0,,,,,,,,,,,,,,
11,100.0,100.0,100.0,100.0,,,100.0,,,100.0,,,100.0,,
12,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,100.0,,,100.0,,
13,100.0,,,,,,100.0,,,,,,100.0,,
14,100.0,100.0,100.0,100.0,,,100.0,,,100.0,,,100.0,,
15,100.0,,,100.0,,,100.0,,,100.0,,,100.0,,
16,100.0,,,,,,100.0,,,,,,100.0,,
